product_name,mrp,price,pct_sales,category,color_group,brand,rating,review_count
Brooke Racerback Pushup Bra,39.95,39.95,0,bra,nude,AERIE-American Eagle,3.5,214.25759186461534
Brooke Racerback Pushup Bra,39.95,39.95,0,bra,grey,AERIE-American Eagle,3.5,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,pink,AERIE-American Eagle,4.25,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,blue,AERIE-American Eagle,4.25,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Plunge Layer Bandeau Bralette,29.95,29.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Seamless Boybrief,12.5,12.5,0,panties,coral,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boho Halter Bralette,26.95,26.95,0,bra,red,AERIE-American Eagle,5,2
Aerie Boho Halter Bralette,26.95,26.95,0,bra,green,AERIE-American Eagle,5,2
Aerie Boho Halter Bralette,26.95,26.95,0,bra,grey,AERIE-American Eagle,5,2
Aerie Boho Halter Bralette,26.95,26.95,0,bra,coral,AERIE-American Eagle,5,2
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,blue,AERIE-American Eagle,5,1
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,navy,AERIE-American Eagle,5,1
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,5,1
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,5,1
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,black,AERIE-American Eagle,5,1
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,white,AERIE-American Eagle,5,1
Aerie Thong,9.5,9.5,0,panties,navy,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,black,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,white,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,nude,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,nude,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,multiple colors,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,purple,AERIE-American Eagle,5,1
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,1
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,green,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,black,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,white,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,grey,AERIE-American Eagle,5,214.25759186461534
Aerie Shine Cheeky + Boho Lace,12.5,12.5,0,panties,multiple colors,AERIE-American Eagle,5,1
Aerie Shine Cheeky + Boho Lace,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,1
Aerie Shine Cheeky + Boho Lace,12.5,12.5,0,panties,red,AERIE-American Eagle,5,1
Aerie Lace Halter Bralette,24.95,24.95,0,swimwear,multiple colors,AERIE-American Eagle,5,1
Aerie Lace Halter Bralette,24.95,24.95,0,swimwear,nude,AERIE-American Eagle,5,1
Aerie Lace Halter Bralette,24.95,24.95,0,swimwear,blue,AERIE-American Eagle,5,1
Aerie Shine Thong + Boho Lace,12.5,12.5,0,panties,turquoise,AERIE-American Eagle,5,1
Aerie Shine Thong + Boho Lace,12.5,12.5,0,panties,purple,AERIE-American Eagle,5,1
Aerie Shine Thong + Boho Lace,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,1
Aerie Shine Thong + Boho Lace,12.5,12.5,0,panties,olive,AERIE-American Eagle,5,1
Aerie Play Sports Bra,39.95,39.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Play Sports Bra,39.95,39.95,0,bra,green,AERIE-American Eagle,4.25,214.25759186461534
Aerie Play Sports Bra,39.95,39.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Play Sports Bra,39.95,39.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Play Sports Bra,39.95,39.95,0,bra,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,teal,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,coral,AERIE-American Eagle,4.25,214.25759186461534
Sunnie Wireless Lightly Lined Bra,39.95,39.95,0,bra,purple,AERIE-American Eagle,4.3,214.25759186461534
Sunnie Wireless Lightly Lined Bra,39.95,39.95,0,bra,nude,AERIE-American Eagle,4.3,214.25759186461534
Sunnie Wireless Lightly Lined Bra,39.95,39.95,0,bra,grey,AERIE-American Eagle,4.3,214.25759186461534
Aerie Hi-Leg Bikini,9.5,9.5,0,swimwear,navy,AERIE-American Eagle,4,2
Aerie Seamless Thong,12.5,12.5,0,panties,pink,AERIE-American Eagle,4.25,214.25759186461534
Aerie Hi-Leg Bikini,9.5,9.5,0,panties,black,AERIE-American Eagle,4,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,navy,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,coral,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,blue,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,purple,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,black,AERIE-American Eagle,4,2
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,white,AERIE-American Eagle,4,2
Aerie Boybrief,7.5,7.5,0,panties,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,multiple colors,AERIE-American Eagle,2.8,5
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,red,AERIE-American Eagle,2.8,5
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,turquoise,AERIE-American Eagle,2.8,5
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,navy,AERIE-American Eagle,2.8,5
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,grey,AERIE-American Eagle,2.8,5
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,olive,AERIE-American Eagle,4,3
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,turquoise,AERIE-American Eagle,4,3
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,coral,AERIE-American Eagle,4,3
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,purple,AERIE-American Eagle,4,3
Aerie Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,teal,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,navy,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,coral,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,red,AERIE-American Eagle,5,1
Aerie Bikini,9.5,9.5,0,panties,teal,AERIE-American Eagle,4.25,214.25759186461534
Aerie Bikini,9.5,9.5,0,panties,coral,AERIE-American Eagle,4.25,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,nude,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,navy,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,grey,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,black,AERIE-American Eagle,4.5,214.25759186461534
Aerie Cheeky,9.5,9.5,0,panties,black,AERIE-American Eagle,5,214.25759186461534
Aerie Cheeky,9.5,9.5,0,panties,nude,AERIE-American Eagle,5,214.25759186461534
Aerie Cheeky,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,5,214.25759186461534
Aerie Cheeky,9.5,9.5,0,panties,navy,AERIE-American Eagle,5,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,red,AERIE-American Eagle,4,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,green,AERIE-American Eagle,4,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,navy,AERIE-American Eagle,4,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,black,AERIE-American Eagle,4,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,nude,AERIE-American Eagle,4,214.25759186461534
Aerie Padded Romantic Lace Bralette,24.95,24.95,0,bra,nude,AERIE-American Eagle,3.6,5
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,blue,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,turquoise,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Chill Plunge Sports Bra,34.95,34.95,0,bra,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Shine Thong + Boho Lace,12.5,12.5,0,panties,black,AERIE-American Eagle,5,6
Aerie Boybrief,9.5,9.5,0,panties,nude,AERIE-American Eagle,4.8,12
Aerie Boybrief,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,4.8,12
Aerie Boybrief,9.5,9.5,0,panties,navy,AERIE-American Eagle,4.8,12
Aerie Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,teal,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,coral,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,red,AERIE-American Eagle,4.25,214.25759186461534
Sunnie Full Coverage Lightly Lined Bra,44.95,44.95,0,bra,green,AERIE-American Eagle,4.8,214.25759186461534
Sunnie Full Coverage Lightly Lined Bra,44.95,44.95,0,bra,black,AERIE-American Eagle,4.8,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,olive,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,purple,AERIE-American Eagle,4.6,5
Day To Play Racerback Pushup Bra,49.95,49.95,0,bra,coral,AERIE-American Eagle,4.25,214.25759186461534
Day To Play Racerback Pushup Bra,49.95,49.95,0,bra,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boybrief,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,olive,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,purple,AERIE-American Eagle,4.6,5
Aerie Boybrief,9.5,9.5,0,panties,navy,AERIE-American Eagle,4.5,8
Aerie Seamless Boybrief,12.5,12.5,0,panties,purple,AERIE-American Eagle,4.3,29
Aerie Seamless Boybrief,12.5,12.5,0,panties,black,AERIE-American Eagle,4.3,29
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,green,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,black,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,white,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,grey,AERIE-American Eagle,5,214.25759186461534
Aerie Cheeky,9.5,9.5,0,panties,purple,AERIE-American Eagle,5,1
Aerie Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,1.5,2
Aerie Boybrief,9.5,9.5,0,panties,nude,AERIE-American Eagle,1.5,2
Aerie Boybrief,9.5,9.5,0,panties,grey,AERIE-American Eagle,1.5,2
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,blue,AERIE-American Eagle,4.25,214.25759186461534
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,4.25,214.25759186461534
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,4.25,214.25759186461534
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Cutout Longline Bralette,26.95,26.95,0,bra,white,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,multiple colors,AERIE-American Eagle,3,3
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,red,AERIE-American Eagle,3,3
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,turquoise,AERIE-American Eagle,3,3
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,navy,AERIE-American Eagle,3,3
Aerie Boho Bralette + Mesh,26.95,26.95,0,bra,grey,AERIE-American Eagle,3,3
Sunnie Pushup Bra,49.95,49.95,0,bra,nude,AERIE-American Eagle,3.6,214.25759186461534
Sunnie Pushup Bra,49.95,49.95,0,bra,black,AERIE-American Eagle,3.6,214.25759186461534
Aerie Thong,9.5,9.5,0,panties,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Thong,9.5,9.5,0,panties,coral,AERIE-American Eagle,4.25,214.25759186461534
Aerie Thong,9.5,9.5,0,panties,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Thong,9.5,9.5,0,panties,teal,AERIE-American Eagle,4.25,214.25759186461534
Aerie Logo Boybrief,9.5,9.5,0,panties,navy,AERIE-American Eagle,3.6,15
Aerie Logo Boybrief,9.5,9.5,0,panties,black,AERIE-American Eagle,3.6,15
Aerie Gel Petals,14.5,14.5,0,bra,no color,AERIE-American Eagle,4.2,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,nude,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,navy,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,grey,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,black,AERIE-American Eagle,4.5,214.25759186461534
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Sunnie Thong,14.5,14.5,0,panties,purple,AERIE-American Eagle,4.2,214.25759186461534
Aerie Sunnie Thong,14.5,14.5,0,panties,black,AERIE-American Eagle,4.2,214.25759186461534
Aerie Sunnie Thong,14.5,14.5,0,panties,pink,AERIE-American Eagle,4.2,214.25759186461534
Aerie Hi-Leg Bikini,9.5,9.5,0,swimwear,turquoise,AERIE-American Eagle,4.25,214.25759186461534
Aerie Move Racerback Sports Bra,49.95,49.95,0,bra,green,AERIE-American Eagle,1,1
Aerie Move Racerback Sports Bra,49.95,49.95,0,bra,coral,AERIE-American Eagle,1,1
Aerie Move Racerback Sports Bra,49.95,49.95,0,bra,navy,AERIE-American Eagle,1,1
Aerie Move Racerback Sports Bra,49.95,49.95,0,bra,grey,AERIE-American Eagle,1,1
Aerie Move Racerback Sports Bra,49.95,49.95,0,bra,white,AERIE-American Eagle,1,1
Lorna Jane Dallas Sports Bra,66.99,66.99,0,bra,white,AERIE-American Eagle,4.25,214.25759186461534
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,navy,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,coral,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,blue,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,purple,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,pink,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,black,AERIE-American Eagle,2,1
Aerie Longline Racerback Bralette,26.95,26.95,0,bra,white,AERIE-American Eagle,2,1
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,green,AERIE-American Eagle,4.25,214.25759186461534
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,nude,AERIE-American Eagle,4.25,214.25759186461534
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Happy Rockin' Unlined Bra,29.95,29.95,0,bra,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,olive,AERIE-American Eagle,3.5,2
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,turquoise,AERIE-American Eagle,3.5,2
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,coral,AERIE-American Eagle,3.5,2
Aerie Boho Plunge Bralette,26.95,26.95,0,bra,purple,AERIE-American Eagle,3.5,2
Aerie Classic Lace Bralette,22.95,22.95,0,panties,purple,AERIE-American Eagle,4.5,214.25759186461534
Aerie Classic Lace Bralette,22.95,22.95,0,panties,black,AERIE-American Eagle,4.5,214.25759186461534
Aerie Classic Lace Bralette,22.95,22.95,0,panties,white,AERIE-American Eagle,4.5,214.25759186461534
Aerie String Thong,7.5,7.5,0,panties,nude,AERIE-American Eagle,5,2
Aerie Boho Halter Bralette,26.95,26.95,0,swimwear,multiple colors,AERIE-American Eagle,4,214.25759186461534
Aerie Boho Halter Bralette,26.95,26.95,0,swimwear,purple,AERIE-American Eagle,4,214.25759186461534
Aerie Boho Halter Bralette,26.95,26.95,0,swimwear,nude,AERIE-American Eagle,4,214.25759186461534
Aerie Boho Halter Bralette,26.95,26.95,0,swimwear,black,AERIE-American Eagle,4,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,black,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,white,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,nude,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,multiple colors,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,purple,AERIE-American Eagle,4.25,214.25759186461534
Aerie Lace Hi-Rise Boybrief,12.5,12.5,0,panties,navy,AERIE-American Eagle,4.25,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,green,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,black,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,white,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,navy,AERIE-American Eagle,5,214.25759186461534
Aerie Everyday Loves Lace Cheeky,12.5,12.5,0,panties,grey,AERIE-American Eagle,5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,nude,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,navy,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,grey,AERIE-American Eagle,4.5,214.25759186461534
Sunnie Pushup Bra,44.95,44.95,0,bra,black,AERIE-American Eagle,4.5,214.25759186461534
Aerie Play Mesh Back Sports Bra,39.95,39.95,0,bra,blue,AERIE-American Eagle,5,2
